HYBAS_ID,protection,EAD_protection,protection,EAEL_protection
2080388180,river,1727.203125,river,86368.2686
2080049720,river,74325.675,river,149194.47899999996
2080393160,river,40486.49999999998,river,1085544.7412999999
2080049680,river,8.850000000000001,river,2930.076
2080385750,river,1081.546875,river,100575.99299999999
2080049670,river,151636.7625,river,51276.329999999994
2080384180,river,0.0,river,0.0
2080391260,river,145463.4375,river,1622300.3369999998
2080388190,river,61776.928125,river,103193.43999999999
2080049850,river,32290.603124999994,river,56206.157
2080049780,river,237696.721875,river,203980.69139999998
2080049890,river,6267.834375,river,56206.157
2080049880,river,4274.390624999999,river,56206.157
2080049930,river,188864.559375,river,26226.866699999995
2080049920,river,188303.221875,river,28881.068999999996
2080049960,river,0.0,river,0.0
2080049710,river,17041.921874999993,river,62601.41999999999
2080049990,river,55352.371875,river,12539.785999999998
2080050000,river,0.0,river,0.0
2080385050,river,99454.59375,river,80869.22199999998
2080385620,river,0.0,river,0.0
2080383940,river,2779.66875,river,22145.913999999997
2080049660,river,71623.43437500001,river,111219.90599999999
2080383290,river,2005.546875,river,62601.41999999999
2080383220,river,0.0,river,0.0
2080385060,river,24317.784375,river,109792.08099999999
2080378340,river,61.03125000000001,river,50646.693999999996
2080373240,river,45.28125000000001,river,19664.981
2080377560,river,2569.2093749999995,river,63002.126399999994
2080049950,river,212604.54375,river,27676.123999999996
2080373940,river,5146.387500000001,river,1266.2369999999999
2080050040,river,0.0,river,0.0
2080373630,river,1410.15,river,1266.2369999999999
2080372710,river,1708.528125,river,1394.3929999999998
2080050050,river,4563.65625,river,0.0
2080372620,river,0.0,river,0.0
2080378450,river,49829.53125,river,91759.696
2080373790,river,713.7187500000001,river,0.0
2080368750,river,105481.228125,river,745030.5678
2080377570,river,141670.40625,river,63130.75999999999
2080373150,river,531.8812499999999,river,63635.02599999999
2080370330,river,335.428125,river,80244.72019999998
2080373640,river,9958.959375,river,13599.023199999996
2080370200,river,291.31875,river,39577.91599999999
2080373410,river,116462.015625,river,84145.55799999999
2080368800,river,2668.490625,river,192324.54499999998
2080368810,river,249565.74375,river,181813.0665
2080053630,river,370.378125,river,3461.605
2080053570,river,562.0031250000001,river,3617.5413999999996
2080365110,river,39369.79687500001,river,68139.70939999999
2080365120,river,832.1718749999999,river,15382.899
2080362700,river,215973.665625,river,42411.27799999999
2080363440,river,0.0,river,0.0
2080358410,river,664.8562500000002,river,25373.1567
2080358510,river,1777.228125,river,23104.3179
2080361570,river,10597.396875,river,44307.15099999998
2080368740,river,2718.787500000001,river,227936.74919999996
2080373340,river,155874.196875,river,135771.59069999997
2080053470,river,57979.33125,river,397890.9479999999
2080358400,river,472920.30000000016,river,571991.9486
2080354790,river,264944.04375,river,34115.962999999996
2080053420,river,389492.690625,river,110125.00799999999
2080359860,river,3870.2812500000005,river,79749.25
2080359650,river,200.38125000000002,river,45701.3251
2080358230,river,82678.34062500001,river,275832.706
2080352270,river,8175.853125000001,river,5803.237999999999
2080358160,river,205179.525,river,2833.362
2080050130,river,139105.59375,river,3677.519999999999
2080358040,river,0.0,river,0.0
2080363260,river,0.0,river,0.0
2080362550,river,8519.38125,river,7325.786999999999
2080053560,river,0.0,river,0.0
2080361580,river,0.1875,river,31.143499999999996
2080053500,river,49418.784375,river,0.0
2080358190,river,0.0,river,0.0
2080361290,river,2677.10625,river,44725.76739999999
2080361450,river,441.79687500000006,river,5376.98
2080053430,river,0.0,river,0.0
2080053510,river,0.0,river,0.0
2080050140,river,0.0,river,0.0
2080050340,river,54773.45625,river,31648.959999999992
2080050320,river,0.0,river,0.0
2080050330,river,50055.24375,river,28929.823999999997
2080354920,river,155478.15000000002,river,52223.56999999999
2080346530,river,1459.6031249999996,river,102347.889
2080354670,river,63675.05624999999,river,16937.3278
2080349480,river,45251.146875,river,5847.535399999999
2080050390,river,60858.046874999985,river,313224.40799999994
2080354650,river,212864.49375,river,77942.96679999998
2080349230,river,9.31875,river,3376.6319999999996
2080352130,river,917.9250000000001,river,3815.426999999999
2080337990,river,389061.76875,river,153301.99819999997
2080346410,river,722.7093749999999,river,18689.6223
2080050350,river,8586.084375,river,97537.6013
2080346400,river,57741.80625,river,17847.115999999998
2080346240,river,174.24375,river,1618.666
2080050400,river,0.0,river,0.0
2080053300,river,105014.296875,river,19722.093999999994
2080337930,river,210800.25937500005,river,185692.47199999995
2080050410,river,312427.1625000001,river,443362.6469999999
2080053290,river,984.4875,river,15473.444
2080050420,river,69305.25,river,141044.036
2080053260,river,0.0,river,0.0
2080053270,river,0.0,river,0.0
2080053250,river,0.0,river,0.0
2080053240,river,46629.1875,river,11102.229899999998
2080335010,river,0.0,river,0.0
2080334500,river,57037.790625,river,19967.262
2080335200,river,108831.72187499993,river,343279.77599999995
2080053210,river,475.00312500000007,river,29487.023999999998
2080050460,river,84036.628125,river,140704.78079999998
2080050470,river,3833.915625,river,71243.59199999999
2080053200,river,4368.065625,river,10166.113999999998
2080332620,river,7171.959375,river,147745.75899999996
2080332480,river,2612.9437499999995,river,103045.0656
2080334510,river,66378.178125,river,21135.988999999994
2080053110,river,216899.04374999995,river,16855.299999999996
2080327500,river,0.0,river,0.0
2080050510,river,10362.515625,river,40366.41369999999
2080327510,river,144459.028125,river,82263.615
2080050520,river,0.0,river,0.0
2080053100,river,17702.868749999994,river,94107.57759999998
2080050680,river,176.49375,river,4921.468999999999
2080050770,river,11520.506250000002,river,36864.35199999999
2080053080,river,13518.9,river,7991.641
2080053070,river,24240.009375,river,71706.068
2080312650,river,0.0,river,0.0
2080312100,river,5767.659375,river,4343.373999999999
2080312410,river,47429.0625,river,8695.106
2080053050,river,6908.062500000002,river,72452.71599999999
2080312530,river,3332.934375,river,8732.717
2080050780,river,0.0,river,0.0
2080050790,river,0.0,river,0.0
2080050690,river,56361.525,river,4860.177
2080050940,river,0.0,river,0.0
2080050990,river,0.0,river,0.0
2080051000,river,0.0,river,0.0
2080050890,river,0.0,river,0.0
2080050980,river,0.0,river,0.0
2080050840,river,2556.290625,river,711.8229999999999
2080051010,river,62486.45625,river,887.3409999999999
2080053060,river,0.0,river,0.0
2080312340,river,58.49062500000001,river,1179.8510999999999
2080050810,river,5507.503125,river,24135.117999999995
2080311990,river,0.0,river,0.0
2080050800,river,1391.6812499999999,river,24135.117999999995
2080309900,river,0.0,river,0.0
2080309910,river,0.0,river,0.0
2080052960,river,1617.225,river,62934.347
2080302170,river,0.0,river,0.0
2080302420,river,0.0,river,0.0
2080050930,river,0.0,river,0.0
2080050830,river,17558.765625000004,river,24135.117999999995
2080050880,river,35052.496875000004,river,0.0
2080051100,river,1601.6812500000003,river,3467.9132999999993
2080301290,river,29785.706249999992,river,23423.295000000002
2080051110,river,13.593750000000002,river,207.03959999999995
2080301350,river,0.0,river,0.0
2080299110,river,939.09375,river,41869.40099999999
2080299050,river,743.1,river,4654.012999999999
2080051120,river,5969.690625000001,river,3623.1929999999993
2080051130,river,146.821875,river,0.0
2080297400,river,48642.50624999998,river,128238.18699999999
2080296820,river,7006.021874999999,river,2969.8759999999993
2080051220,river,0.0,river,0.0
2080296740,river,2568.684375,river,136642.156
2080051150,river,121.40625,river,57633.982
2080300700,river,0.0,river,0.0
2080052950,river,0.0,river,0.0
2080302350,river,0.0,river,0.0
2080300690,river,0.0,river,0.0
2080302070,river,9103.125,river,8709.036
2080299390,river,0.0,river,0.0
2080052940,river,92.765625,river,62318.640999999996
2080299260,river,0.0,river,0.0
2080052780,river,0.0,river,0.0
2080052730,river,0.0,river,0.0
2080297240,river,2933.756249999999,river,10590.979
2080051160,river,17460.05625,river,57633.982
2080051310,river,0.0,river,0.0
2080052750,river,54047.1375,river,53484.59319999999
2080051210,river,0.0,river,0.0
2080051190,river,0.0,river,0.0
2080052740,river,68674.209375,river,49535.08
2080051300,river,0.0,river,0.0
2080051180,river,6352.2375,river,0.0
2080052770,river,14815.415624999996,river,12214.6996
2080052670,river,0.0,river,0.0
2080052690,river,2423.315625,river,2057.4610000000002
2080052660,river,6640.293750000001,river,8764.755999999998
2080051370,river,24204.984375,river,0.0
2080287510,river,103.48124999999999,river,5499.563999999999
2080287320,river,531.7781249999999,river,5499.563999999999
2080283710,river,1972.59375,river,0.0
2080285470,river,4965.215625,river,5499.563999999999
2080051380,river,0.0,river,0.0
2080283610,river,5106.168749999999,river,5499.563999999999
2080052720,river,1322.9250000000002,river,36229.14399999999
2080052700,river,0.0,river,0.0
2080052580,river,4997.165625,river,31830.049999999996
2080285570,river,0.0,river,0.0
2080052570,river,5145.524999999999,river,20716.695999999996
2080052510,river,6332.578124999999,river,20862.961
2080052500,river,5455.8375000000015,river,22230.886999999995
2080052480,river,0.0,river,0.0
2080052470,river,90173.596875,river,2975.4479999999994
2080270280,river,0.0,river,0.0
2080282440,river,3559.8093749999994,river,0.0
2080282390,river,53837.399999999994,river,5499.563999999999
2080051420,river,35165.353125,river,0.0
2080275460,river,11548.228125,river,5499.563999999999
2080275520,river,0.0,river,0.0
2080273340,river,77.0625,river,314.26079999999996
2080271590,river,0.0,river,0.0
2080273150,river,2602.0687499999995,river,5499.563999999999
2080052290,river,242.5125,river,0.0
2080271580,river,0.0,river,0.0
2080052260,river,2431.978125,river,0.0
2080054060,river,0.0,river,0.0
2080052300,river,10793.006250000002,river,8920.771999999999
2080052270,river,2095.81875,river,0.0
2080051430,river,0.0,river,0.0
2080052240,river,0.0,river,0.0
2080052230,river,70548.871875,river,0.0
2080052200,river,675.553125,river,0.0
2080052190,river,641.25,river,0.0
2080052170,river,0.0,river,0.0
2080052160,river,726.3749999999999,river,0.0
2080052150,river,0.0,river,0.0
2080052100,river,2395.528125,river,0.0
2080052080,river,839.4187499999998,river,0.0
2080052140,river,354.58125,river,0.0
2080052090,river,0.0,river,0.0
2080054000,river,0.0,river,0.0
2080052070,river,3037.921875,river,0.0
2080051930,river,0.0,river,0.0
2080052420,river,0.0,river,0.0
2080270370,river,0.0,river,0.0
2080052410,river,61550.803125,river,2975.4479999999994
2080052380,river,7959.975000000001,river,2975.4479999999994
2080052390,river,0.0,river,0.0
2080054140,river,0.0,river,0.0
2080052020,river,110616.375,river,0.0
2080052010,river,251218.8,river,777.294
2080051940,river,18.825000000000003,river,0.0
2080053480,river,0.0,river,0.0
2080358050,river,0.0,river,0.0
2080053460,river,0.0,river,0.0
2080053410,river,0.0,river,0.0
